ingredient_name,quantity,expiry_date,category,daily_consumption,supplier,wastage_history,storage_type,days_to_expiry,stock_duration_days,waste_risk_ratio,is_waste_risk
Paneer,31.87,2026-06-03,Dairy,8.77,Metro Wholesale,3.64,Refrigerated,3.0,3.633979475484607,1.2113264918282023,1
Beef,43.17,2026-06-06,Meat,7.26,Metro Wholesale,1.0,Frozen,6.0,5.946280991735538,0.991046831955923,0
Spinach,47.44,2026-06-06,Produce,5.12,Metro Wholesale,0.77,Refrigerated,6.0,9.265625,1.5442708333333333,1
Mushroom,38.61,,Produce,0.76,Metro Wholesale,2.19,Refrigerated,7.0,50.80263157894737,7.257518796992481,1
Sugar,34.15,2026-11-22,Dry Pantry,7.78,Local Mandi,0.31,Ambient,175.0,4.389460154241645,0.0250826294528094,0
Chicken Breast,24.89,2026-06-07,Meat,5.12,DairyCo,4.68,Frozen,7.0,4.861328125,0.6944754464285714,0
Bell Peppers,25.41,2026-06-09,Produce,1.4,AgroFresh,1.42,Refrigerated,9.0,18.150000000000002,2.016666666666667,1
Mutton,2.15,2026-06-06,Meat,8.96,DairyCo,1.29,Frozen,6.0,0.23995535714285712,0.03999255952380952,0
Yogurt,21.67,2026-06-01,Dairy,0.78,Metro Wholesale,2.53,Refrigerated,1.0,27.782051282051285,27.782051282051285,1
Potatoes,30.62,2026-06-06,Produce,5.99,DairyCo,1.35,Refrigerated,6.0,5.111853088480801,0.8519755147468002,0
Fish Fillet,7.49,,Meat,3.17,AgroFresh,3.71,Frozen,3.0,2.362776025236593,0.7875920084121977,0
Fish Fillet,14.74,2026-05-30,Meat,5.17,Metro Wholesale,0.67,Frozen,-1.0,2.851063829787234,-2.851063829787234,1
Fish Fillet,46.14,2026-05-31,Meat,1.76,DairyCo,2.71,Frozen,0.0,26.21590909090909,262.1590909090909,1
Salt,6.76,,Dry Pantry,1.92,AgroFresh,0.08,Ambient,220.0,3.5208333333333335,0.016003787878787878,0
Carrots,49.9,2026-06-04,Produce,0.54,Prime Meats,4.6,Refrigerated,4.0,92.4074074074074,23.10185185185185,1
Potatoes,19.81,2026-06-12,Produce,3.74,Prime Meats,2.84,Refrigerated,12.0,5.296791443850267,0.44139928698752223,0
Carrots,30.68,2026-06-02,Produce,2.28,Local Mandi,3.53,Refrigerated,2.0,13.456140350877194,6.728070175438597,1
Butter,21.31,2026-06-01,Dairy,6.48,Prime Meats,2.47,Refrigerated,1.0,3.28858024691358,3.28858024691358,1
Spinach,27.99,2026-06-01,Produce,5.75,Metro Wholesale,4.96,Refrigerated,1.0,4.867826086956521,4.867826086956521,1
Lentils,26.31,2026-11-11,Dry Pantry,0.59,Metro Wholesale,1.44,Ambient,164.0,44.59322033898305,0.2719098801157503,0
Flour,35.28,2026-12-13,Dairy,6.82,Prime Meats,2.44,Ambient,196.0,5.173020527859237,0.026392961876832845,0
Paneer,48.61,,Dairy,7.85,AgroFresh,3.13,Refrigerated,4.0,6.19235668789809,1.5480891719745224,1
Lentils,46.78,2026-07-01,Dry Pantry,5.32,Local Mandi,3.63,Ambient,31.0,8.793233082706767,0.28365268008731503,0
Spinach,16.53,2026-06-07,Produce,3.27,DairyCo,3.22,Refrigerated,7.0,5.055045871559633,0.7221494102228048,0
Sugar,29.84,2026-07-23,Dry Pantry,2.09,Local Mandi,4.74,Ambient,53.0,14.277511961722489,0.2693870181457073,0
Paneer,8.73,2026-06-07,Dairy,1.37,Local Mandi,4.65,Refrigerated,7.0,6.372262773722627,0.9103232533889468,0
Onions,39.41,2026-06-08,Produce,4.51,Local Mandi,1.08,Refrigerated,8.0,8.738359201773836,1.0922949002217295,1
Lentils,27.51,2027-02-11,Dry Pantry,9.6,Local Mandi,3.23,Ambient,256.0,2.865625,0.01119384765625,0
Potatoes,32.93,2026-06-12,Produce,2.91,DairyCo,1.83,Refrigerated,12.0,11.31615120274914,0.9430126002290949,0
Pasta,48.15,2027-01-13,Dry Pantry,3.08,Prime Meats,4.0,Ambient,227.0,15.633116883116882,0.06886835631329023,0
Prawns,30.91,2026-06-02,Meat,6.69,Local Mandi,1.35,Frozen,2.0,4.6203288490284,2.3101644245142,1
Fish Fillet,21.63,,Meat,7.38,Metro Wholesale,1.22,Frozen,3.0,2.930894308943089,0.9769647696476964,0
Rice,47.37,2027-02-15,Dry Pantry,2.61,Local Mandi,4.65,Ambient,260.0,18.149425287356323,0.06980548187444739,0
Butter,43.95,2026-06-06,Dairy,2.93,DairyCo,0.24,Refrigerated,6.0,15.0,2.5,1
Chicken Breast,5.29,2026-06-02,Meat,1.02,DairyCo,0.35,Frozen,2.0,5.186274509803922,2.593137254901961,1
Prawns,45.29,2026-06-07,Meat,2.34,Prime Meats,2.31,Frozen,7.0,19.354700854700855,2.764957264957265,1
Paneer,44.23,2026-06-08,Dairy,3.14,DairyCo,4.1,Refrigerated,8.0,14.085987261146496,1.760748407643312,1
Rice,5.08,2026-11-29,Dry Pantry,8.83,Local Mandi,2.94,Ambient,182.0,0.5753114382785957,0.0031610518586736025,0
Cream,32.44,2026-06-10,Dairy,6.49,Metro Wholesale,0.02,Refrigerated,10.0,4.998459167950693,0.4998459167950693,0
Cream,15.0,2026-06-03,Dairy,3.08,DairyCo,0.4,Refrigerated,3.0,4.87012987012987,1.6233766233766234,1
Mutton,3.42,2026-06-02,Meat,5.01,Local Mandi,0.1,Frozen,2.0,0.6826347305389222,0.3413173652694611,0
Pasta,24.1,2027-04-25,Dry Pantry,8.67,Metro Wholesale,1.01,Ambient,329.0,2.779700115340254,0.008448936520791045,0
Mutton,44.82,2026-06-01,Meat,3.06,Prime Meats,3.69,Frozen,1.0,14.647058823529411,14.647058823529411,1
Prawns,49.12,2026-05-29,Meat,2.06,Prime Meats,3.8,Frozen,-2.0,23.844660194174754,-11.922330097087377,1
Mutton,22.73,2026-06-03,Meat,9.53,AgroFresh,4.9,Frozen,3.0,2.3850996852046173,0.7950332284015391,0
Cheese,9.32,2026-05-29,Dairy,5.61,Prime Meats,3.29,Refrigerated,-2.0,1.661319073083779,-0.8306595365418895,1
Mutton,19.22,2026-06-02,Meat,7.62,AgroFresh,3.86,Frozen,2.0,2.522309711286089,1.2611548556430445,1
Rice,36.41,2027-04-25,Dry Pantry,1.58,DairyCo,0.68,Ambient,329.0,23.044303797468352,0.0700434765880497,0
Tomatoes,14.97,2026-06-05,Produce,1.16,Local Mandi,2.43,Refrigerated,5.0,12.905172413793105,2.581034482758621,1
Onions,6.48,2026-06-02,Produce,7.48,DairyCo,3.32,Refrigerated,2.0,0.8663101604278075,0.43315508021390375,0
Cheese,11.57,2026-06-10,Dairy,9.26,Prime Meats,2.53,Refrigerated,10.0,1.2494600431965444,0.12494600431965444,0
Fish Fillet,27.82,2026-06-05,Meat,1.74,Local Mandi,4.47,Frozen,5.0,15.988505747126437,3.1977011494252876,1
Yogurt,8.3,2026-06-06,Dairy,2.32,Local Mandi,4.08,Refrigerated,6.0,3.5775862068965525,0.596264367816092,0
Flour,47.52,2026-08-07,Dry Pantry,7.91,AgroFresh,4.52,Ambient,68.0,6.007585335018963,0.08834684316204358,0
Mutton,2.1,2026-06-05,Meat,5.61,AgroFresh,4.88,Frozen,5.0,0.37433155080213903,0.0748663101604278,0
Carrots,4.34,2026-06-12,Produce,5.3,DairyCo,2.69,Refrigerated,12.0,0.8188679245283019,0.06823899371069182,0
Fish Fillet,39.16,2026-05-31,Meat,4.41,AgroFresh,1.09,Frozen,0.0,8.879818594104307,88.79818594104307,1
Chicken Breast,48.79,2026-06-02,Dairy,2.39,Metro Wholesale,1.09,Frozen,2.0,20.414225941422593,10.207112970711297,1
Salt,37.69,2027-04-09,Dry Pantry,3.75,Metro Wholesale,2.38,Ambient,313.0,10.050666666666666,0.03211075612353567,0
Beef,5.24,2026-06-05,Meat,7.77,Prime Meats,1.98,Frozen,5.0,0.6743886743886744,0.13487773487773488,0
Lentils,30.3,2027-01-10,Dry Pantry,8.48,Local Mandi,4.21,Ambient,224.0,3.57311320754717,0.01595139824797844,0
Cream,42.56,2026-06-06,Dairy,3.9,AgroFresh,1.45,Refrigerated,6.0,10.912820512820513,1.8188034188034188,1
Tomatoes,49.27,2026-06-06,Produce,8.02,Prime Meats,0.13,Refrigerated,6.0,6.1433915211970085,1.023898586866168,1
Tomatoes,21.75,2026-06-12,Produce,9.89,Metro Wholesale,4.99,Refrigerated,12.0,2.199191102123357,0.1832659251769464,0
Prawns,13.24,2026-06-05,Meat,9.27,DairyCo,0.49,Frozen,5.0,1.4282632146709817,0.28565264293419634,0
Potatoes,34.62,2026-06-08,Produce,9.27,AgroFresh,3.19,Refrigerated,8.0,3.73462783171521,0.46682847896440127,0
Fish Fillet,22.38,2026-05-30,Meat,9.85,Prime Meats,4.5,Frozen,-1.0,2.2720812182741117,-2.2720812182741117,1
Cheese,47.32,2026-06-04,Dairy,8.71,Metro Wholesale,4.81,Refrigerated,4.0,5.432835820895522,1.3582089552238805,1
Yogurt,27.57,2026-05-31,Dairy,8.97,Metro Wholesale,3.97,Refrigerated,0.0,3.0735785953177257,30.735785953177256,1
Butter,33.46,2026-06-02,Dairy,1.74,Local Mandi,4.25,Refrigerated,2.0,19.229885057471265,9.614942528735632,1
Sugar,20.64,2027-01-30,Dry Pantry,5.31,DairyCo,0.18,Ambient,244.0,3.8870056497175147,0.01593035102343244,0
Mutton,22.55,2026-06-02,Meat,5.61,Local Mandi,2.96,Frozen,2.0,4.019607843137255,2.0098039215686274,1
Carrots,38.46,2026-06-01,Produce,5.15,Metro Wholesale,3.07,Refrigerated,1.0,7.467961165048544,7.467961165048544,1
Yogurt,6.36,2026-05-29,Dairy,4.84,Metro Wholesale,2.59,Refrigerated,-2.0,1.3140495867768596,-0.6570247933884298,1
Salt,46.28,2027-05-21,Dry Pantry,5.86,DairyCo,1.62,Ambient,355.0,7.897610921501706,0.02224679132817382,0
Yogurt,13.33,2026-06-01,Dairy,9.74,DairyCo,2.03,Refrigerated,1.0,1.3685831622176592,1.3685831622176592,1
Spinach,41.79,2026-06-06,Produce,8.31,AgroFresh,3.88,Refrigerated,6.0,5.028880866425992,0.8381468110709988,0
Onions,10.71,2026-06-01,Produce,4.31,DairyCo,2.93,Refrigerated,1.0,2.4849187935034807,2.4849187935034807,1
Onions,24.01,2026-06-08,Produce,6.23,Local Mandi,4.85,Refrigerated,8.0,3.853932584269663,0.48174157303370785,0
Cheese,21.91,2026-06-03,Produce,6.82,Metro Wholesale,3.43,Refrigerated,3.0,3.2126099706744866,1.0708699902248289,1
Yogurt,44.61,2026-06-05,Dairy,1.34,AgroFresh,3.42,Refrigerated,5.0,33.2910447761194,6.65820895522388,1
Spices,15.35,2026-07-03,Dry Pantry,2.7,DairyCo,1.87,Ambient,33.0,5.685185185185185,0.1722783389450056,0
Rice,22.24,2027-02-20,Dry Pantry,3.94,Metro Wholesale,2.18,Ambient,265.0,5.644670050761421,0.021300641700986497,0
Bell Peppers,14.92,2026-06-07,Produce,8.43,DairyCo,4.45,Refrigerated,7.0,1.7698695136417557,0.25283850194882224,0
Mushroom,4.1,2026-06-08,Produce,8.33,Prime Meats,0.58,Refrigerated,8.0,0.49219687875150053,0.06152460984393757,0
Salt,16.68,2027-04-18,Dry Pantry,8.35,Local Mandi,0.6,Ambient,322.0,1.9976047904191618,0.006203741585152677,0
Fish Fillet,37.63,2026-05-31,Meat,2.17,DairyCo,4.38,Frozen,0.0,17.341013824884794,173.41013824884791,1
Bell Peppers,32.43,2026-06-12,Produce,7.43,Local Mandi,4.96,Refrigerated,12.0,4.364737550471063,0.36372812920592196,0
Fish Fillet,36.46,2026-06-07,Dairy,6.74,Metro Wholesale,1.67,Frozen,7.0,5.4094955489614245,0.7727850784230607,0
Mutton,48.69,2026-05-31,Meat,8.47,Metro Wholesale,1.19,Frozen,0.0,5.748524203069657,57.48524203069657,1
Mushroom,49.01,2026-06-13,Produce,2.04,DairyCo,3.53,Refrigerated,13.0,24.024509803921568,1.8480392156862744,1
Lentils,3.67,2027-02-16,Dry Pantry,4.04,Prime Meats,2.51,Ambient,261.0,0.9084158415841584,0.0034805204658396875,0
Mutton,26.37,2026-06-04,Meat,5.34,Local Mandi,3.23,Frozen,4.0,4.938202247191011,1.2345505617977528,1
Potatoes,27.03,2026-06-13,Produce,4.2,Metro Wholesale,1.03,Refrigerated,13.0,6.435714285714286,0.4950549450549451,0
Onions,33.28,2026-06-09,Produce,7.35,DairyCo,0.21,Refrigerated,9.0,4.527891156462585,0.5030990173847317,0
Carrots,9.3,2026-06-06,Dairy,0.84,AgroFresh,4.88,Refrigerated,6.0,11.071428571428573,1.8452380952380956,1
Onions,38.69,2026-06-08,Produce,0.99,Local Mandi,3.65,Refrigerated,8.0,39.080808080808076,4.8851010101010095,1
Fish Fillet,38.7,2026-06-06,Meat,7.82,Local Mandi,4.48,Frozen,6.0,4.9488491048593355,0.8248081841432225,0
Paneer,22.54,2026-06-01,Dairy,5.1,Local Mandi,3.03,Refrigerated,1.0,4.419607843137255,4.419607843137255,1
Yogurt,12.07,2026-06-09,Dairy,4.15,Prime Meats,0.61,Refrigerated,9.0,2.908433734939759,0.32315930388219544,0
Paneer,4.3,2026-06-03,Dairy,0.8,AgroFresh,2.57,Refrigerated,3.0,5.374999999999999,1.7916666666666663,1
Pasta,17.61,2027-03-11,Dry Pantry,2.27,Local Mandi,4.62,Ambient,284.0,7.757709251101321,0.02731587764472296,0
Chicken Breast,13.28,2026-06-06,Meat,5.87,Local Mandi,0.63,Frozen,6.0,2.262350936967632,0.37705848949460535,0
Potatoes,49.79,2026-06-03,Produce,9.77,DairyCo,4.59,Refrigerated,3.0,5.096212896622314,1.698737632207438,1
Salt,39.43,2026-08-17,Dry Pantry,5.88,DairyCo,4.6,Ambient,78.0,6.70578231292517,0.08597156811442526,0
Prawns,10.21,2026-05-31,Meat,1.15,Local Mandi,0.55,Frozen,0.0,8.878260869565219,88.78260869565219,1
Bell Peppers,13.25,2026-06-10,Produce,6.59,DairyCo,4.67,Refrigerated,10.0,2.01062215477997,0.201062215477997,0
Rice,2.98,2027-02-22,Dairy,3.75,Metro Wholesale,3.24,Ambient,267.0,0.7946666666666666,0.0029762796504369535,0
Paneer,19.29,2026-06-04,Dairy,1.84,Prime Meats,2.98,Refrigerated,4.0,10.483695652173912,2.620923913043478,1
Paneer,9.18,2026-05-30,Dairy,1.48,Prime Meats,2.74,Refrigerated,-1.0,6.202702702702703,-6.202702702702703,1
Butter,41.1,2026-06-06,Dairy,4.48,Prime Meats,2.86,Refrigerated,6.0,9.174107142857142,1.529017857142857,1
Mushroom,32.38,2026-06-11,Produce,9.36,Local Mandi,0.76,Refrigerated,11.0,3.45940170940171,0.31449106449106456,0
Tomatoes,12.63,2026-05-31,Produce,8.28,Prime Meats,1.72,Refrigerated,0.0,1.5253623188405798,15.253623188405797,1
Milk,28.57,2026-06-02,Dairy,1.46,DairyCo,4.4,Refrigerated,2.0,19.568493150684933,9.784246575342467,1
Fish Fillet,42.86,2026-05-31,Meat,3.16,DairyCo,0.66,Frozen,0.0,13.563291139240505,135.63291139240505,1
Yogurt,19.64,2026-06-03,Dairy,0.56,Local Mandi,3.77,Refrigerated,3.0,35.07142857142857,11.69047619047619,1
Rice,5.0,2027-01-22,Dry Pantry,3.39,Local Mandi,2.5,Ambient,236.0,1.4749262536873156,0.006249687515624218,0
Onions,23.65,2026-06-06,Produce,3.06,Local Mandi,4.21,Refrigerated,6.0,7.72875816993464,1.2881263616557732,1
Rice,36.81,2026-12-07,Dry Pantry,1.47,Local Mandi,4.4,Ambient,190.0,25.040816326530614,0.1317937701396348,0
Cream,10.97,2026-06-02,Dairy,4.42,Metro Wholesale,1.28,Refrigerated,2.0,2.481900452488688,1.240950226244344,1
Cheese,39.64,2026-06-09,Dairy,3.78,AgroFresh,3.86,Refrigerated,9.0,10.486772486772487,1.1651969429747209,1
Paneer,20.37,2026-05-29,Dairy,6.19,Metro Wholesale,1.51,Refrigerated,-2.0,3.2907915993537964,-1.6453957996768982,1
Yogurt,42.76,2026-06-03,Dairy,4.84,DairyCo,1.45,Refrigerated,3.0,8.834710743801653,2.9449035812672175,1
Flour,25.03,2027-03-18,Dry Pantry,6.23,AgroFresh,4.54,Ambient,291.0,4.017656500802568,0.013806379727843876,0
Spices,37.67,2027-02-01,Dry Pantry,2.74,Metro Wholesale,0.72,Ambient,246.0,13.748175182481752,0.05588689098569818,0
Flour,19.18,2026-10-03,Dry Pantry,4.12,Prime Meats,0.22,Ambient,125.0,4.655339805825243,0.037242718446601944,0
Butter,47.41,2026-05-31,Dairy,6.65,Prime Meats,4.66,Refrigerated,0.0,7.129323308270676,71.29323308270675,1
Cheese,28.39,2026-06-03,Dairy,6.61,Metro Wholesale,3.35,Refrigerated,3.0,4.295007564296521,1.4316691880988401,1
Sugar,37.72,2026-10-29,Dry Pantry,9.29,Metro Wholesale,4.88,Ambient,151.0,4.060279870828849,0.02688927066774072,0
Mushroom,2.22,2026-06-08,Produce,6.49,DairyCo,3.23,Refrigerated,8.0,0.3420647149460709,0.04275808936825886,0
Prawns,45.88,2026-06-04,Meat,5.135,Local Mandi,2.7,Frozen,4.0,8.934761441090556,2.233690360272639,1
Pasta,28.55,2026-07-28,Dry Pantry,1.98,Prime Meats,1.32,Ambient,58.0,14.41919191919192,0.2486067572274469,0
Cream,41.04,2026-06-08,Dairy,3.34,AgroFresh,4.69,Refrigerated,8.0,12.2874251497006,1.535928143712575,1
Spices,42.57,2026-09-08,Dry Pantry,7.41,DairyCo,1.04,Ambient,100.0,5.744939271255061,0.057449392712550604,0
Chicken Breast,30.8,2026-06-06,Meat,2.35,Metro Wholesale,3.91,Frozen,6.0,13.106382978723405,2.1843971631205674,1
Mutton,22.03,,Meat,1.37,AgroFresh,1.07,Frozen,3.0,16.080291970802918,5.360097323600972,1
Prawns,11.88,2026-05-29,Meat,5.98,DairyCo,4.0,Frozen,-2.0,1.9866220735785953,-0.9933110367892977,1
Potatoes,32.99,2026-06-14,Produce,8.87,Prime Meats,3.25,Refrigerated,14.0,3.719278466741827,0.2656627476244162,0
Onions,10.02,2026-06-07,Produce,6.36,Metro Wholesale,0.57,Refrigerated,7.0,1.5754716981132073,0.2250673854447439,0
Sugar,26.22,,Dry Pantry,4.5,Prime Meats,2.94,Ambient,220.0,5.826666666666666,0.026484848484848483,0
Lentils,39.5,2027-01-06,Dry Pantry,5.23,Prime Meats,3.48,Ambient,220.0,7.552581261950286,0.034329914827046754,0
Salt,22.66,2026-11-13,Dry Pantry,0.99,DairyCo,0.66,Ambient,166.0,22.88888888888889,0.13788487282463185,0
Flour,42.28,2026-09-15,Dry Pantry,2.7,AgroFresh,1.09,Ambient,107.0,15.659259259259258,0.14634821737625475,0
Rice,34.68,2027-05-16,Dry Pantry,9.28,DairyCo,3.31,Ambient,350.0,3.7370689655172415,0.010677339901477833,0
Cheese,43.06,,Dairy,1.87,DairyCo,1.25,Refrigerated,4.0,23.02673796791444,5.75668449197861,1
Spinach,5.0,2026-06-11,Produce,4.79,Prime Meats,1.58,Refrigerated,11.0,1.0438413361169103,0.09489466691971912,0
Salt,21.74,2026-08-06,Dry Pantry,6.17,AgroFresh,2.78,Ambient,67.0,3.5235008103727714,0.05258956433392196,0
Milk,32.08,2026-05-29,Dairy,8.38,AgroFresh,1.67,Refrigerated,-2.0,3.8281622911694506,-1.9140811455847253,1
Yogurt,15.31,,Dairy,9.47,Prime Meats,0.51,Refrigerated,4.0,1.6166842661034846,0.40417106652587115,0
Spices,36.57,2027-04-14,Dry Pantry,6.28,DairyCo,1.07,Ambient,318.0,5.8232484076433115,0.018312101910828025,0
Beef,38.19,2026-06-01,Meat,8.9,AgroFresh,1.39,Frozen,1.0,4.291011235955056,4.291011235955056,1
Carrots,47.4,2026-06-14,Produce,1.31,AgroFresh,4.89,Refrigerated,14.0,36.18320610687022,2.5845147219193016,1
Chicken Breast,19.22,2026-05-31,Meat,5.87,AgroFresh,1.98,Frozen,0.0,3.2742759795570695,32.74275979557069,1
Pasta,29.44,2026-07-21,Dry Pantry,9.57,Prime Meats,4.55,Ambient,51.0,3.076280041797283,0.06031921650582908,0
Salt,49.64,2026-11-24,Dry Pantry,8.14,Metro Wholesale,4.03,Ambient,177.0,6.098280098280098,0.03445355987728869,0
Milk,15.42,2026-06-01,Dairy,4.34,Local Mandi,3.32,Refrigerated,1.0,3.5529953917050694,3.5529953917050694,1
Yogurt,47.32,2026-05-29,Dairy,6.91,AgroFresh,1.91,Refrigerated,-2.0,6.848046309696093,-3.4240231548480464,1
Beef,30.1,2026-05-30,Meat,9.19,Metro Wholesale,3.29,Frozen,-1.0,3.275299238302503,-3.275299238302503,1
Spices,36.72,2027-05-26,Dry Pantry,6.9,AgroFresh,0.3,Ambient,360.0,5.321739130434782,0.014782608695652172,0
Pasta,22.67,2027-02-27,Dry Pantry,2.53,Metro Wholesale,3.29,Ambient,272.0,8.960474308300396,0.0329429202511044,0
Yogurt,10.74,2026-06-06,Dairy,6.67,Prime Meats,1.1,Refrigerated,6.0,1.6101949025487257,0.2683658170914543,0
Beef,28.79,2026-06-01,Meat,2.69,Metro Wholesale,3.44,Frozen,1.0,10.70260223048327,10.70260223048327,1
Fish Fillet,11.01,2026-06-01,Meat,7.3,Local Mandi,1.98,Frozen,1.0,1.5082191780821919,1.5082191780821919,1
Flour,42.52,2027-04-10,Dry Pantry,3.83,Local Mandi,0.57,Ambient,314.0,11.101827676240209,0.035356139096306395,0
Spices,24.6,2027-01-26,Dry Pantry,2.58,DairyCo,0.71,Ambient,240.0,9.534883720930234,0.03972868217054264,0
Fish Fillet,18.2,2026-05-31,Meat,2.22,DairyCo,3.29,Frozen,0.0,8.198198198198197,81.98198198198196,1
Chicken Breast,48.11,2026-06-04,Meat,6.08,AgroFresh,1.5,Frozen,4.0,7.912828947368421,1.9782072368421053,1
Fish Fillet,23.19,2026-06-04,Meat,1.77,DairyCo,3.5,Frozen,4.0,13.101694915254237,3.2754237288135593,1
Butter,16.35,,Dairy,8.55,Metro Wholesale,0.31,Refrigerated,4.0,1.912280701754386,0.4780701754385965,0
Bell Peppers,49.44,2026-06-10,Produce,7.38,AgroFresh,0.49,Refrigerated,10.0,6.699186991869919,0.6699186991869919,0
Potatoes,17.94,2026-06-11,Produce,6.92,Metro Wholesale,4.2,Refrigerated,11.0,2.5924855491329484,0.23568050446663166,0
Chicken Breast,34.07,2026-06-07,Meat,4.98,DairyCo,1.64,Frozen,7.0,6.841365461847389,0.9773379231210556,0
Milk,1.93,2026-05-31,Dairy,2.55,DairyCo,4.7,Refrigerated,0.0,0.7568627450980392,7.568627450980392,1
Salt,16.59,2027-01-11,Dry Pantry,4.14,Prime Meats,2.73,Ambient,225.0,4.007246376811595,0.01780998389694042,0
Potatoes,38.75,2026-06-07,Produce,6.76,AgroFresh,0.97,Refrigerated,7.0,5.732248520710059,0.8188926458157227,0
Cheese,45.98,2026-05-31,Dairy,2.41,Local Mandi,3.58,Refrigerated,0.0,19.078838174273855,190.78838174273855,1
Mutton,17.65,2026-05-31,Meat,5.77,Metro Wholesale,0.11,Frozen,0.0,3.0589254766031195,30.589254766031193,1
Potatoes,49.44,2026-06-13,Produce,3.31,AgroFresh,0.5,Refrigerated,13.0,14.936555891238669,1.14896583778759,1
Rice,14.88,2027-03-06,Dry Pantry,6.95,DairyCo,3.34,Ambient,279.0,2.1410071942446045,0.007673860911270984,0
Rice,28.3,2026-08-15,Dry Pantry,0.5,DairyCo,4.82,Ambient,76.0,56.6,0.7447368421052631,0
Mushroom,43.78,2026-06-02,Produce,5.43,Prime Meats,3.31,Refrigerated,2.0,8.062615101289135,4.031307550644567,1
Pasta,35.39,2027-03-31,Dry Pantry,1.28,DairyCo,3.08,Ambient,304.0,27.6484375,0.09094880756578948,0
Mutton,2.43,2026-06-02,Meat,5.61,DairyCo,0.88,Frozen,2.0,0.43315508021390375,0.21657754010695188,0
Potatoes,10.34,2026-06-03,Produce,6.19,AgroFresh,1.38,Refrigerated,3.0,1.6704361873990305,0.5568120624663435,0
Cream,16.53,2026-06-03,Dairy,3.77,Prime Meats,2.7,Refrigerated,3.0,4.384615384615385,1.4615384615384617,1
Paneer,42.01,2026-06-09,Dairy,3.81,DairyCo,0.13,Refrigerated,9.0,11.026246719160104,1.2251385243511228,1
Bell Peppers,7.72,2026-06-09,Produce,6.275,AgroFresh,0.04,Refrigerated,9.0,1.2302788844621513,0.1366976538291279,0
Flour,11.63,2027-02-17,Dry Pantry,6.76,Prime Meats,2.21,Ambient,262.0,1.720414201183432,0.006566466416730657,0
Sugar,1.23,2027-03-16,Dry Pantry,2.16,AgroFresh,2.79,Ambient,289.0,0.5694444444444444,0.00197039600153787,0
Cheese,33.03,2026-05-29,Dairy,7.08,AgroFresh,2.33,Refrigerated,-2.0,4.665254237288136,-2.332627118644068,1
Cheese,18.05,2026-06-04,Dairy,8.26,AgroFresh,4.35,Refrigerated,4.0,2.1852300242130753,0.5463075060532688,0
Yogurt,46.53,2026-06-02,Dairy,8.38,AgroFresh,0.9,Refrigerated,2.0,5.552505966587112,2.776252983293556,1
Carrots,36.72,2026-05-30,Produce,3.11,DairyCo,3.07,Refrigerated,-1.0,11.807073954983922,-11.807073954983922,1
Potatoes,19.33,2026-06-03,Produce,4.9,Local Mandi,4.99,Refrigerated,3.0,3.944897959183673,1.3149659863945578,1
Rice,19.1,2027-04-27,Dry Pantry,5.5,DairyCo,2.59,Ambient,331.0,3.472727272727273,0.010491623180444934,0
Sugar,7.46,2027-02-24,Dry Pantry,8.22,AgroFresh,2.28,Ambient,269.0,0.9075425790754257,0.0033737642344811363,0
Onions,6.76,2026-06-02,Produce,5.54,DairyCo,1.81,Refrigerated,2.0,1.220216606498195,0.6101083032490975,0
Butter,37.49,2026-06-03,Dairy,2.97,DairyCo,2.79,Refrigerated,3.0,12.622895622895623,4.207631874298541,1
Carrots,41.9,2026-06-09,Produce,4.2,Prime Meats,3.78,Refrigerated,9.0,9.976190476190476,1.1084656084656084,1
Rice,8.98,2026-10-17,Dry Pantry,5.94,Metro Wholesale,3.24,Ambient,139.0,1.5117845117845117,0.010876147566795048,0
Fish Fillet,34.17,2026-06-06,Meat,2.16,AgroFresh,4.03,Frozen,6.0,15.819444444444445,2.636574074074074,1
Cheese,11.29,,Dairy,7.54,Local Mandi,1.06,Refrigerated,4.0,1.4973474801061006,0.37433687002652516,0
Carrots,11.58,2026-06-09,Produce,8.76,Metro Wholesale,3.94,Refrigerated,9.0,1.321917808219178,0.14687975646879756,0
Cheese,28.16,2026-06-10,Dairy,6.17,Local Mandi,4.32,Refrigerated,10.0,4.564019448946516,0.4564019448946516,0
Milk,20.35,2026-06-08,Dairy,0.63,Prime Meats,2.3,Refrigerated,8.0,32.301587301587304,4.037698412698413,1
Sugar,13.32,2026-07-05,Dry Pantry,5.76,AgroFresh,3.41,Ambient,35.0,2.3125,0.06607142857142857,0
Rice,39.03,2026-08-31,Dry Pantry,2.76,AgroFresh,1.19,Ambient,92.0,14.141304347826088,0.15370982986767487,0
Tomatoes,30.01,2026-06-06,Produce,8.39,AgroFresh,3.49,Refrigerated,6.0,3.5768772348033373,0.5961462058005562,0
Rice,37.7,2026-12-26,Dry Pantry,0.99,Metro Wholesale,3.25,Ambient,209.0,38.08080808080808,0.18220482335314872,0
Tomatoes,13.78,2026-06-07,Produce,2.74,Local Mandi,1.51,Refrigerated,7.0,5.02919708029197,0.7184567257559957,0
Prawns,18.45,2026-06-04,Meat,6.83,Prime Meats,2.56,Frozen,4.0,2.701317715959004,0.675329428989751,0
Yogurt,8.2,2026-05-31,Dairy,2.08,DairyCo,4.79,Refrigerated,0.0,3.9423076923076916,39.42307692307691,1
